"age","workclass","fnlwgt","education","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country"
65,"Self-emp-inc",338316,"Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States"
73,"Self-emp-not-inc",29306,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States"
31,"Private",420749,"Assoc-acdm","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
20,"Private",482732,"10th","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States"
64,"Private",256019,"Masters","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,35,"United-States"
50,"Private",86373,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,50,"United-States"
41,"Local-gov",111891,"7th-8th","Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States"
23,"Private",200089,"Some-college","Married-civ-spouse","Craft-repair","Other-relative","White","Male",0,0,40,"El-Salvador"
30,"Self-emp-not-inc",243665,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States"
57,"Private",365683,"HS-grad","Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States"
42,"Private",259643,"Masters","Divorced","Prof-specialty","Not-in-family","White","Male",4650,0,40,"United-States"
22,"Private",217961,"Some-college","Never-married","Transport-moving","Own-child","White","Male",0,1719,30,"United-States"
52,"Private",218550,"Some-college","Married-spouse-absent","Adm-clerical","Not-in-family","White","Female",14084,0,16,"United-States"
34,"Private",204461,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States"
59,"Private",359292,"1st-4th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Mexico"
21,"Private",90935,"Assoc-voc","Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States"
28,"Private",53063,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States"
56,"Private",108276,"Bachelors","Widowed","Other-service","Not-in-family","White","Female",0,0,40,"United-States"
38,"Private",239755,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States"
23,"Private",549349,"Some-college","Never-married","Tech-support","Own-child","White","Male",0,0,40,"United-States"
51,"Local-gov",319054,"HS-grad","Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,60,"United-States"
34,"Private",96483,"Assoc-acdm","Never-married","Adm-clerical","Not-in-family","Asian-Pac-Islander","Female",8614,0,60,"United-States"
22,"Private",254547,"Some-college","Never-married","Adm-clerical","Other-relative","Black","Female",0,0,30,"Jamaica"
44,"Private",192976,"HS-grad","Married-civ-spouse","Transport-moving","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States"
22,"Private",496025,"Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Mexico"
58,"Local-gov",44246,"9th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States"
33,"Private",34574,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,43,"United-States"
31,"Private",351187,"HS-grad","Divorced","Other-service","Unmarried","White","Male",0,0,40,"United-States"
60,"Private",187124,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States"
58,"Private",175127,"12th","Married-civ-spouse","Transport-moving","Other-relative","White","Male",0,0,40,"United-States"
56,"Private",87584,"HS-grad","Widowed","Other-service","Unmarried","White","Female",0,0,40,"United-States"
58,"Private",109015,"Some-college","Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States"
37,"Self-emp-not-inc",154410,"Masters","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States"
20,"Private",308239,"Some-college","Never-married","Other-service","Own-child","White","Male",0,0,16,"United-States"
24,"Private",113466,"Bachelors","Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States"
23,"Private",182117,"Some-college","Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States"
29,"Local-gov",183523,"Some-college","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"Iran"
33,"Private",394727,"10th","Never-married","Handlers-cleaners","Unmarried","Black","Male",0,0,40,"United-States"
38,"Private",258888,"Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,35,"United-States"
49,"Private",61885,"11th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
33,"Local-gov",292217,"HS-grad","Divorced","Protective-serv","Unmarried","White","Male",0,0,40,"United-States"
24,"Private",325596,"Bachelors","Never-married","Adm-clerical","Own-child","White","Male",0,0,35,"United-States"
43,"Private",187322,"Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
42,"Private",113324,"HS-grad","Widowed","Sales","Unmarried","White","Male",0,0,40,"United-States"
40,"Private",436493,"HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,25,"United-States"
35,"Private",245090,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Mexico"
53,"Private",320510,"10th","Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States"
39,"Private",65027,"Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,43,"United-States"
77,"Self-emp-not-inc",209507,"Some-college","Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States"
66,"Private",127139,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
29,"Private",225024,"HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States"
35,"Private",63509,"Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States"
37,"Private",301568,"12th","Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States"
40,"Private",247245,"9th","Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States"
74,"Private",129879,"HS-grad","Widowed","Adm-clerical","Not-in-family","White","Female",15831,0,40,"United-States"
37,"Private",83375,"HS-grad","Divorced","Farming-fishing","Not-in-family","White","Male",0,0,40,"United-States"
34,"Federal-gov",112115,"Some-college","Never-married","Craft-repair","Other-relative","White","Male",0,0,40,"United-States"
38,,104094,"Some-college","Married-civ-spouse",,"Husband","White","Male",0,0,15,"United-States"
47,"Private",179313,"10th","Divorced","Sales","Unmarried","White","Female",0,0,30,"United-States"
67,"Private",126849,"10th","Married-civ-spouse","Transport-moving","Husband","Amer-Indian-Eskimo","Male",0,0,20,"United-States"
49,"Local-gov",192349,"Masters","Never-married","Prof-specialty","Not-in-family","White","Female",4650,0,40,"United-States"
29,"Private",464536,"Bachelors","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States"
50,"Self-emp-inc",321822,"Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,75,"United-States"
39,"Private",194404,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,40,"United-States"
37,"Private",147638,"Bachelors","Separated","Other-service","Unmarried","Asian-Pac-Islander","Female",0,0,36,"Philippines"
66,,168071,"HS-grad","Married-civ-spouse",,"Husband","White","Male",0,0,30,"United-States"
32,"Private",136935,"HS-grad","Never-married","Other-service","Unmarried","Black","Female",0,0,13,"United-States"
30,"Private",185336,"Some-college","Divorced","Adm-clerical","Unmarried","Black","Female",0,0,37,"United-States"
26,"Private",126829,"Some-college","Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States"
63,"Self-emp-not-inc",125178,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
44,"Self-emp-not-inc",171424,"Some-college","Divorced","Machine-op-inspct","Not-in-family","White","Male",0,2205,35,"United-States"
17,,454614,"11th","Never-married",,"Own-child","White","Female",0,0,8,"United-States"
31,"Local-gov",357954,"Assoc-acdm","Never-married","Tech-support","Not-in-family","White","Male",0,0,20,"United-States"
58,"Private",301867,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States"
33,"Private",111567,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,45,"Germany"
19,"Private",38294,"HS-grad","Never-married","Handlers-cleaners","Other-relative","White","Male",2597,0,40,"United-States"
39,"Private",179668,"Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",15024,0,40,"United-States"
41,"Private",406603,"HS-grad","Never-married","Other-service","Not-in-family","White","Male",0,0,6,"Iran"
45,"Private",127111,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States"
29,"Private",183061,"HS-grad","Married-civ-spouse","Craft-repair","Husband","Amer-Indian-Eskimo","Male",0,0,48,"United-States"
46,"Private",214955,"Assoc-acdm","Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States"
54,"Private",152652,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,65,"United-States"
34,"Private",173495,"HS-grad","Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States"
29,"Private",177413,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States"
46,"Private",276087,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male",5013,0,50,"United-States"
19,"Private",27433,"11th","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States"
25,"Private",279667,"10th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States"
56,"Private",413373,"7th-8th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,36,"United-States"
35,"Local-gov",33975,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
46,"Self-emp-inc",214627,"Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States"
48,"Private",205424,"Bachelors","Divorced","Sales","Unmarried","White","Male",0,0,40,"United-States"
40,"Self-emp-not-inc",99651,"Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States"
28,"Private",30070,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States"
24,"Private",217961,"Some-college","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States"
73,"Self-emp-inc",92886,"10th","Widowed","Sales","Unmarried","White","Female",0,0,40,"Canada"
24,"Private",51799,"HS-grad","Married-civ-spouse","Adm-clerical","Wife","Black","Female",0,0,40,"United-States"
44,"Private",192878,"HS-grad","Divorced","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States"
17,"Private",130795,"10th","Never-married","Other-service","Own-child","White","Male",0,0,20,"United-States"
32,"Private",32732,"HS-grad","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States"
32,"Private",604506,"HS-grad","Married-civ-spouse","Transport-moving","Own-child","White","Male",0,0,72,"Mexico"
51,,69328,"Assoc-voc","Married-civ-spouse",,"Husband","White","Male",0,0,50,"United-States"
31,"Local-gov",50442,"Some-college","Never-married","Adm-clerical","Own-child","Amer-Indian-Eskimo","Female",0,0,25,"United-States"
63,"Private",102479,"Bachelors","Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States"
36,"Private",334291,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States"
50,"Local-gov",173224,"Masters","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States"
32,"Private",187560,"Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",3908,0,40,"United-States"
24,"Self-emp-not-inc",191954,"7th-8th","Never-married","Farming-fishing","Own-child","White","Male",0,0,50,"United-States"
29,"Local-gov",289991,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States"
64,"Private",92115,"Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States"
45,"Local-gov",55377,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,40,"United-States"
51,"Private",216475,"Bachelors","Never-married","Sales","Not-in-family","White","Female",0,1564,43,"United-States"
24,"Private",222993,"HS-grad","Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States"
31,"Private",104509,"Bachelors","Never-married","Sales","Not-in-family","White","Female",0,0,65,"United-States"
34,"Local-gov",177675,"Some-college","Never-married","Protective-serv","Not-in-family","White","Male",0,0,50,"United-States"
28,"Private",224634,"Bachelors","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,45,"United-States"
20,"Private",362999,"Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States"
21,"Private",346693,"7th-8th","Never-married","Farming-fishing","Unmarried","White","Male",0,0,40,"United-States"
37,"Private",175759,"Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States"
29,"Private",165360,"Assoc-voc","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States"
34,"Private",213722,"HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States"
19,"Private",156587,"Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,38,"United-States"
27,"Private",188519,"HS-grad","Divorced","Sales","Own-child","White","Female",0,0,40,"United-States"
24,"Private",259351,"Some-college","Never-married","Craft-repair","Unmarried","Amer-Indian-Eskimo","Male",0,0,40,"Mexico"
54,"Private",94055,"Bachelors","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States"
56,"Private",318329,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States"
31,"Private",318647,"11th","Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States"
22,"Private",64292,"HS-grad","Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States"
52,"Private",78012,"HS-grad","Widowed","Sales","Unmarried","White","Female",0,1762,40,"United-States"
32,"Private",210562,"Assoc-voc","Divorced","Craft-repair","Own-child","White","Male",0,0,46,"United-States"
27,"Private",135520,"HS-grad","Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"Dominican-Republic"
30,"Private",121308,"Some-college","Divorced","Sales","Own-child","White","Male",0,0,40,"United-States"
50,"Private",121038,"Assoc-voc","Married-civ-spouse","Other-service","Wife","Black","Female",0,0,40,"United-States"
23,"Private",148709,"HS-grad","Separated","Handlers-cleaners","Other-relative","White","Female",0,0,40,"United-States"
37,"Federal-gov",40955,"Some-college","Never-married","Other-service","Own-child","White","Male",0,0,40,"Japan"
40,"Private",135056,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,45,"United-States"
38,"Private",204556,"HS-grad","Divorced","Craft-repair","Not-in-family","Black","Male",0,0,40,"United-States"
37,"Private",333305,"Doctorate","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,35,"United-States"
47,"Self-emp-inc",116927,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,42,"United-States"
25,,122745,"HS-grad","Never-married",,"Own-child","White","Male",0,1602,40,"United-States"
60,"Self-emp-not-inc",525878,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"United-States"
37,"Private",213841,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States"
25,"Private",298225,"Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,35,"United-States"
29,"Private",233421,"Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",3411,0,45,"United-States"
18,"Private",116528,"Some-college","Never-married","Craft-repair","Not-in-family","White","Male",0,0,30,"United-States"
55,"Self-emp-not-inc",183810,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States"
47,"Self-emp-inc",332355,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States"
23,"Private",102729,"Some-college","Never-married","Sales","Own-child","White","Female",0,0,15,"United-States"
22,"State-gov",292933,"Bachelors","Never-married","Adm-clerical","Own-child","White","Female",0,0,10,"United-States"
34,"Private",27409,"9th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States"
27,"Private",107218,"HS-grad","Never-married","Other-service","Own-child","Asian-Pac-Islander","Male",0,0,40,"United-States"
39,"Local-gov",301614,"11th","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States"
33,"Private",180551,"HS-grad","Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States"
17,"Private",110798,"11th","Never-married","Sales","Own-child","White","Female",0,0,20,"United-States"
23,"Private",528616,"5th-6th","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"Mexico"
54,"Private",174102,"Some-college","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States"
54,"Private",155433,"HS-grad","Married-civ-spouse","Other-service","Wife","White","Female",0,0,35,"United-States"
39,"Private",115418,"Some-college","Never-married","Adm-clerical","Own-child","White","Female",2174,0,45,"United-States"
70,"Self-emp-not-inc",150886,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,25,"United-States"
74,"Private",211075,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
32,"Private",400535,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",3781,0,40,"United-States"
42,"Private",211860,"HS-grad","Separated","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States"
62,,225657,"HS-grad","Married-civ-spouse",,"Husband","White","Male",0,0,24,"United-States"
46,"Local-gov",149949,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States"
24,"Private",200819,"12th","Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States"
34,"Self-emp-inc",23778,"Bachelors","Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States"
28,"Private",175262,"Some-college","Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"Mexico"
22,"Private",333910,"Some-college","Never-married","Tech-support","Not-in-family","White","Female",0,0,43,"United-States"
23,"Private",148948,"Some-college","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States"
43,"Private",188808,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States"
35,"Private",196491,"Bachelors","Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States"
35,"Private",133906,"HS-grad","Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States"
50,"Private",305319,"7th-8th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
27,"Private",130067,"Some-college","Never-married","Exec-managerial","Not-in-family","White","Female",0,0,65,"United-States"
44,"Private",205822,"Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States"
37,"Private",215419,"Assoc-acdm","Married-civ-spouse","Other-service","Wife","White","Female",0,0,25,"United-States"
33,"Private",99309,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States"
31,"Private",248178,"Some-college","Married-civ-spouse","Other-service","Husband","Black","Male",0,0,35,"United-States"
24,,112683,"HS-grad","Never-married",,"Not-in-family","White","Female",0,0,32,"United-States"
35,"Local-gov",107233,"HS-grad","Never-married","Adm-clerical","Unmarried","Amer-Indian-Eskimo","Male",0,0,55,"United-States"
37,"Self-emp-inc",39089,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",3103,0,50,"United-States"
49,"Private",168337,"5th-6th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
50,"Private",195298,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States"
24,"Private",382146,"Some-college","Never-married","Prof-specialty","Not-in-family","Black","Male",0,0,40,"United-States"
20,"Private",39927,"HS-grad","Never-married","Other-service","Not-in-family","White","Male",0,0,8,"United-States"
43,"Private",48882,"HS-grad","Divorced","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States"
17,"Private",287160,"11th","Never-married","Other-service","Own-child","White","Female",0,0,15,"United-States"
32,"Private",151053,"HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States"
26,"Private",261278,"Some-college","Separated","Sales","Other-relative","Black","Male",0,0,30,"United-States"
33,,190027,"HS-grad","Never-married",,"Unmarried","Black","Female",0,0,20,"United-States"
37,"Private",105044,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,42,"United-States"
43,"Private",35910,"Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,43,"United-States"
26,"Private",48718,"10th","Never-married","Adm-clerical","Not-in-family","White","Female",2907,0,40,"United-States"
32,"Self-emp-not-inc",33417,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States"
25,"Private",34803,"Bachelors","Never-married","Exec-managerial","Own-child","White","Female",0,0,20,"United-States"
59,"Private",75867,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States"
26,"Private",322614,"Preschool","Married-spouse-absent","Machine-op-inspct","Not-in-family","White","Male",0,1719,40,"Mexico"
73,"Local-gov",181902,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,10,"Poland"
46,"Private",28225,"Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,58,"United-States"
29,"Local-gov",187649,"HS-grad","Separated","Protective-serv","Other-relative","White","Female",0,0,40,"United-States"
40,"Private",33331,"Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States"
43,"Private",168071,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,44,"United-States"
58,"Private",366324,"Some-college","Married-civ-spouse","Other-service","Wife","White","Female",0,0,30,"United-States"
45,"Private",273435,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
20,"Private",182661,"Some-college","Never-married","Sales","Own-child","Black","Male",0,0,20,"United-States"
23,"Private",361481,"10th","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,
67,,157403,"Prof-school","Married-civ-spouse",,"Husband","White","Male",6418,0,10,"United-States"
35,"Private",498216,"Bachelors","Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States"
47,"Self-emp-not-inc",192755,"HS-grad","Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,20,"United-States"
33,"Private",156192,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States"
45,"Private",205424,"Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,65,"United-States"
34,"Private",112584,"10th","Divorced","Other-service","Unmarried","White","Female",0,0,38,"United-States"
42,"Private",69019,"Some-college","Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United-States"
22,,219233,"HS-grad","Never-married",,"Own-child","Black","Male",0,1602,30,"United-States"
52,"Private",190909,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
32,"Private",182323,"9th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
36,,216256,"HS-grad","Married-civ-spouse",,"Husband","White","Male",3464,0,30,"United-States"
50,"Self-emp-inc",136913,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States"
30,"Private",171876,"Prof-school","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States"
17,"State-gov",117906,"10th","Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States"
25,,35829,"Some-college","Divorced",,"Unmarried","White","Female",0,0,50,"United-States"
32,"Self-emp-inc",113543,"Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
34,"Self-emp-not-inc",312197,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,75,"Mexico"
44,"Private",98779,"10th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",4386,0,60,"United-States"
23,"Private",82998,"Some-college","Never-married","Sales","Not-in-family","White","Male",0,0,30,"United-States"
24,,196388,"Assoc-acdm","Never-married",,"Not-in-family","White","Male",0,0,12,"United-States"
59,"Private",121912,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
39,"Private",224531,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",7298,0,40,"United-States"
59,"Private",197148,"HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,24,"United-States"
21,"Private",118657,"HS-grad","Separated","Machine-op-inspct","Other-relative","White","Male",0,0,40,"United-States"
23,"Private",227915,"HS-grad","Never-married","Craft-repair","Unmarried","White","Female",0,0,33,"United-States"
35,"Private",154410,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States"
44,"Federal-gov",344060,"Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
32,"Private",136480,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States"
43,"Private",143582,"5th-6th","Married-civ-spouse","Machine-op-inspct","Wife","Asian-Pac-Islander","Female",0,2129,72,
36,"Private",88967,"11th","Never-married","Transport-moving","Unmarried","Amer-Indian-Eskimo","Male",0,0,65,"United-States"
17,"Private",342752,"11th","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,20,"United-States"
54,"Private",169182,"HS-grad","Separated","Adm-clerical","Unmarried","White","Female",0,0,38,"Puerto-Rico"
48,"Private",217019,"HS-grad","Never-married","Prof-specialty","Unmarried","Black","Female",0,0,28,"United-States"
17,"Private",114420,"11th","Never-married","Sales","Own-child","White","Female",0,0,30,"United-States"
42,"Private",147099,"HS-grad","Divorced","Other-service","Unmarried","White","Female",0,0,30,"United-States"
64,"Private",165020,"11th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States"
46,"Private",174370,"Some-college","Separated","Sales","Not-in-family","White","Male",0,0,55,"United-States"
43,"Private",163847,"Bachelors","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States"
61,"Private",160037,"7th-8th","Divorced","Other-service","Not-in-family","White","Male",0,0,35,"United-States"
45,"Private",337825,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States"
28,"Private",499001,"HS-grad","Never-married","Craft-repair","Unmarried","White","Male",0,0,40,"Mexico"
31,"Private",255004,"Bachelors","Never-married","Exec-managerial","Not-in-family","White","Male",0,1741,38,"United-States"
51,"Private",146767,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
25,"Private",213412,"Bachelors","Never-married","Tech-support","Unmarried","White","Male",0,0,40,"United-States"
31,"Private",369825,"Bachelors","Never-married","Sales","Not-in-family","White","Male",4101,0,50,"United-States"
40,"Self-emp-inc",37869,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States"
40,"Private",104196,"HS-grad","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States"
30,"Private",169583,"Bachelors","Married-AF-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States"
75,,173064,"Bachelors","Married-civ-spouse",,"Husband","White","Male",0,0,6,"United-States"
39,"Private",202937,"Some-college","Divorced","Tech-support","Not-in-family","White","Female",0,0,40,"Poland"
29,"Private",246974,"Assoc-voc","Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States"
38,"Private",227615,"1st-4th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Mexico"
29,"Private",229729,"HS-grad","Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States"
79,"Private",333230,"HS-grad","Married-spouse-absent","Prof-specialty","Not-in-family","White","Male",0,0,6,"United-States"
77,"Self-emp-inc",192230,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
22,"Private",51111,"Some-college","Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States"
