"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","income","age-bin","P (sex=Female)DT","P (sex=Male)DT","Prediction (sex)DT","P (sex=Female)LR","P (sex=Male)LR","Prediction (sex)LR"
29,"Private",235168,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.003241134850974769,0.9967588651490252,"Male"
29,"Private",255476,"7th-8th",4,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,30,"Mexico","<=50K","34 or less",0.02027027027027027,0.9797297297297297,"Male",0.08330650900002544,0.9166934909999747,"Male"
29,"State-gov",188986,"Assoc-voc",11,"Never-married","Tech-support","Not-in-family","White","Female",0,1590,64,"United-States","<=50K","34 or less",0.1,0.9,"Male",0.3426341799040691,0.6573658200959308,"Male"
29,"Private",132874,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",5.116451319828328E-4,0.999488354868017,"Male"
29,"Private",168479,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.003078320377042204,0.9969216796229579,"Male"
29,"Private",176683,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States",">50K","34 or less",0.0,1.0,"Male",0.24961519407802926,0.7503848059219708,"Male"
29,"Private",283760,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less",0.7777777777777778,0.2222222222222222,"Female",0.44433335435196,0.55566664564804,"Male"
29,"Private",427965,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States","<=50K","34 or less",0.6,0.4,"Female",0.6719399683423559,0.328060031657644,"Female"
29,"Private",134566,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0033886568289465666,0.9966113431710534,"Male"
29,"Private",187327,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less",0.6666666666666666,0.3333333333333333,"Female",0.48689642457039695,0.513103575429603,"Male"
29,"Private",464536,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0034820729800140076,0.996517927019986,"Male"
29,"Private",110442,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,45,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",7.127140010739229E-4,0.9992872859989261,"Male"
29,"Private",178469,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less",0.1111111111111111,0.8888888888888888,"Male",0.4871170588935656,0.5128829411064344,"Male"
29,"Local-gov",30069,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",2635,0,40,"United-States","<=50K","34 or less",0.9991554054054054,8.445945945945946E-4,"Female",0.9992436930820333,7.563069179667217E-4,"Female"
29,"Private",209934,"5th-6th",3,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"Mexico","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.003967648745758732,0.9960323512542413,"Male"
29,"Private",110134,"Some-college",10,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less",0.8571428571428571,0.14285714285714285,"Female",0.4699178804583521,0.530082119541648,"Male"
29,"Private",216481,"Masters",14,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States",">50K","34 or less",0.9991554054054054,8.445945945945946E-4,"Female",0.9975554270433848,0.002444572956615261,"Female"
29,"Private",132686,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Male",0,0,40,"United-States","<=50K","34 or less",0.7777777777777778,0.2222222222222222,"Female",0.7472774667332595,0.25272253326674055,"Female"
29,"Private",133136,"12th",8,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",1.4510152475234907E-4,0.9998548984752476,"Male"
29,"Private",204862,"Assoc-acdm",12,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,36,"United-States","<=50K","34 or less",0.9672131147540983,0.03278688524590164,"Female",0.6706260027042868,0.32937399729571315,"Female"
29,"Private",34292,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,38,"United-States","<=50K","34 or less",0.8333333333333334,0.16666666666666666,"Female",0.530693784764722,0.46930621523527805,"Female"
29,"Private",207064,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0023393710008014507,0.9976606289991985,"Male"
29,"Private",149324,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1485,40,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",2.0958796745300704E-4,0.9997904120325469,"Male"
29,"Private",147340,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K","34 or less",0.7777777777777778,0.2222222222222222,"Female",0.4739226648982807,0.5260773351017193,"Male"
29,"Private",217200,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",4.605601343390923E-4,0.9995394398656609,"Male"
29,"Self-emp-not-inc",190636,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","Amer-Indian-Eskimo","Male",0,1485,60,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",4.731862894804366E-5,0.999952681371052,"Male"
29,"Private",29732,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,24,"United-States","<=50K","34 or less",0.9991554054054054,8.445945945945946E-4,"Female",0.9992206261789972,7.793738210026983E-4,"Female"
29,"Private",199499,"Assoc-voc",11,"Never-married","Other-service","Not-in-family","Black","Male",0,0,40,"United-States","<=50K","34 or less",0.25,0.75,"Male",0.6294526974027121,0.3705473025972879,"Female"
29,"State-gov",309620,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,20,"Taiwan","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.003971985387445939,0.9960280146125541,"Male"
29,"Private",184596,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",3942,0,50,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",3.6231923156289906E-4,0.999637680768437,"Male"
29,"Private",183627,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",3137,0,48,"Ireland","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.002352883817596786,0.9976471161824031,"Male"
29,"Private",351731,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.004352400194655312,0.9956475998053447,"Male"
29,"Private",293073,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States",">50K","34 or less",0.6666666666666666,0.3333333333333333,"Female",0.22340711563635895,0.776592884363641,"Male"
29,"Private",179008,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,55,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",3.882674026296486E-4,0.9996117325973704,"Male"
29,"Private",262478,"HS-grad",9,"Never-married","Farming-fishing","Own-child","Black","Male",0,0,30,"United-States","<=50K","34 or less",0.07692307692307693,0.9230769230769231,"Male",0.1276881148981058,0.8723118851018943,"Male"
29,"Private",103628,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",">50K","34 or less",0.9991554054054054,8.445945945945946E-4,"Female",0.9988180882478608,0.0011819117521390961,"Female"
29,"Private",351324,"Some-college",10,"Never-married","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K","34 or less",0.8333333333333334,0.16666666666666666,"Female",0.7299516084345132,0.27004839156548677,"Female"
29,"Private",253801,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Ecuador","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0013392155024890405,0.998660784497511,"Male"
29,"Private",251905,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",4.3003627412535833E-4,0.9995699637258747,"Male"
29,"Private",205499,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,45,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",9.304445466965515E-4,0.9990695554533034,"Male"
29,"Private",152503,"Some-college",10,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,45,"United-States","<=50K","34 or less",0.6666666666666666,0.3333333333333333,"Female",0.15466740151824662,0.8453325984817535,"Male"
29,"Private",220692,"Assoc-voc",11,"Never-married","Exec-managerial","Not-in-family","Black","Female",0,0,40,"United-States","<=50K","34 or less",0.4,0.6,"Male",0.6139612943834831,0.3860387056165169,"Female"
29,"Private",232784,"Assoc-acdm",12,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.46936780482060975,0.5306321951793903,"Male"
29,"Private",228860,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,35,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.005600184879334679,0.9943998151206654,"Male"
29,"Private",234447,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States","<=50K","34 or less",0.9772727272727273,0.022727272727272728,"Female",0.8296386003793702,0.17036139962062977,"Female"
29,"Private",192010,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,60,"Poland","<=50K","34 or less",0.03571428571428571,0.9642857142857143,"Male",0.41488309819297703,0.5851169018070229,"Male"
29,"Private",420054,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0017943027065309028,0.9982056972934692,"Male"
29,"Private",338270,"HS-grad",9,"Separated","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K","34 or less",0.9180327868852459,0.08196721311475409,"Female",0.9136836117612065,0.08631638823879358,"Female"
29,"Private",334221,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,18,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.578034231758602,0.4219657682413979,"Female"
29,"Private",39484,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",7298,0,42,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0026470309089430192,0.9973529690910569,"Male"
29,"Private",31935,"HS-grad",9,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less",0.75,0.25,"Female",0.6795376870952567,0.32046231290474325,"Female"
29,"Local-gov",273771,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States","<=50K","34 or less",0.3333333333333333,0.6666666666666666,"Male",0.582303778897355,0.4176962211026451,"Female"
29,"Private",190539,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,1590,50,"United-States","<=50K","34 or less",0.75,0.25,"Female",0.38849864694165664,0.6115013530583434,"Male"
29,"Private",87523,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K","34 or less",0.0,1.0,"Male",0.48895367458140365,0.5110463254185963,"Male"
29,"Private",37933,"Bachelors",13,"Never-married","Exec-managerial","Unmarried","Black","Female",0,0,40,"United-States","<=50K","34 or less",0.9747899159663865,0.025210084033613446,"Female",0.8414231065391976,0.15857689346080237,"Female"
29,"Self-emp-not-inc",267661,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,70,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",1.1445369698676057E-4,0.9998855463030133,"Male"
29,"State-gov",147256,"Assoc-acdm",12,"Never-married","Prof-specialty","Not-in-family","Black","Male",0,0,40,"United-States",">50K","34 or less",0.0,1.0,"Male",0.3981154685568501,0.6018845314431499,"Male"
29,"Private",136077,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0015588559479338402,0.9984411440520661,"Male"
29,"Private",330132,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,60,"United-States","<=50K","34 or less",0.6666666666666666,0.3333333333333333,"Female",0.32219997185187355,0.6778000281481265,"Male"
29,"Private",53642,"Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.015816444947424273,0.9841835550525756,"Male"
29,"Private",167716,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,99,"United-States","<=50K","34 or less",0.9180327868852459,0.08196721311475409,"Female",0.6233465145200561,0.376653485479944,"Female"
29,"Local-gov",280344,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",5.328212935655085E-4,0.9994671787064344,"Male"
29,"Private",206250,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",4.1770553247271684E-4,0.9995822944675272,"Male"
29,"Private",196420,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States","<=50K","34 or less",0.75,0.25,"Female",0.45794759194335793,0.542052408056642,"Male"
29,"Private",168470,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less",0.028037383177570093,0.9719626168224299,"Male",0.06861889887742843,0.9313811011225716,"Male"
29,"Private",205249,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,40,"Japan","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.007315938325737541,0.9926840616742625,"Male"
29,"Private",95465,"HS-grad",9,"Never-married","Tech-support","Not-in-family","White","Male",0,0,42,"United-States","<=50K","34 or less",0.16666666666666666,0.8333333333333334,"Male",0.49682666893884103,0.503173331061159,"Male"
29,"Local-gov",214706,"HS-grad",9,"Never-married","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K","34 or less",0.25,0.75,"Male",0.8240132002096202,0.17598679979037976,"Female"
29,"Private",184806,"Prof-school",15,"Never-married","Prof-specialty","Other-relative","White","Male",0,0,50,"United-States","<=50K","34 or less",0.7142857142857143,0.2857142857142857,"Female",0.38157134787355546,0.6184286521264445,"Male"
29,"Private",160279,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Male",0,0,40,"United-States","<=50K","34 or less",0.7777777777777778,0.2222222222222222,"Female",0.7407188762658529,0.2592811237341472,"Female"
29,"State-gov",183285,"Some-college",10,"Never-married","Protective-serv","Not-in-family","White","Male",0,0,36,"United-States","<=50K","34 or less",0.020833333333333332,0.9791666666666666,"Male",0.16445929411849827,0.8355407058815018,"Male"
29,"Private",187073,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less",0.03508771929824561,0.9649122807017544,"Male",0.07903693858713869,0.9209630614128613,"Male"
29,"Local-gov",167544,"Assoc-acdm",12,"Divorced","Other-service","Unmarried","White","Female",0,0,13,"United-States","<=50K","34 or less",0.9180327868852459,0.08196721311475409,"Female",0.9449520298574462,0.05504797014255375,"Female"
29,"Private",255949,"Bachelors",13,"Never-married","Sales","Unmarried","Black","Male",0,0,40,"United-States","<=50K","34 or less",0.9090909090909091,0.09090909090909091,"Female",0.7990002280512118,0.2009997719487881,"Female"
29,"Private",54411,"HS-grad",9,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,50,"United-States","<=50K","34 or less",0.03571428571428571,0.9642857142857143,"Male",0.08788861139145489,0.9121113886085451,"Male"
29,"Private",51944,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",4386,0,40,"United-States",">50K","34 or less",0.9991554054054054,8.445945945945946E-4,"Female",0.9976547973121287,0.002345202687871319,"Female"
29,"Private",77572,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K","34 or less",0.3333333333333333,0.6666666666666666,"Male",0.7454261245815107,0.25457387541848925,"Female"
29,"Private",106179,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,35,"Canada","<=50K","34 or less",0.2,0.8,"Male",0.6494171222479285,0.3505828777520716,"Female"
29,"Private",251694,"Bachelors",13,"Never-married","Farming-fishing","Own-child","White","Male",0,0,50,"United-States","<=50K","34 or less",0.03571428571428571,0.9642857142857143,"Male",0.06011988447814618,0.9398801155218537,"Male"
29,"Private",204984,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",3.7428776156832924E-4,0.9996257122384318,"Male"
29,"Federal-gov",142712,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0035570129232028016,0.9964429870767972,"Male"
29,"Local-gov",195520,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.00896347665104271,0.9910365233489573,"Male"
29,"Private",114801,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0055532919262815976,0.9944467080737184,"Male"
29,"Private",153167,"Some-college",10,"Never-married","Prof-specialty","Own-child","Black","Female",0,0,40,"United-States","<=50K","34 or less",0.7777777777777778,0.2222222222222222,"Female",0.5730505881495281,0.42694941185047186,"Female"
29,"Private",253799,"12th",8,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,42,"England","<=50K","34 or less",0.047619047619047616,0.9523809523809523,"Male",0.2887019241637372,0.7112980758362628,"Male"
29,"Private",331875,"12th",8,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"Dominican-Republic","<=50K","34 or less",0.008849557522123894,0.9911504424778761,"Male",0.13746837044076926,0.8625316295592308,"Male"
29,"Private",262208,"Some-college",10,"Never-married","Other-service","Not-in-family","Black","Female",0,0,30,"Jamaica","<=50K","34 or less",1.0,0.0,"Female",0.647635651995891,0.3523643480041089,"Female"
29,"Private",211299,"Assoc-voc",11,"Never-married","Sales","Not-in-family","Black","Male",0,0,45,"United-States","<=50K","34 or less",0.0,1.0,"Male",0.5860423094113825,0.41395769058861764,"Female"
29,"Private",137476,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,35,"United-States",">50K","34 or less",0.9991554054054054,8.445945945945946E-4,"Female",0.9975409283634444,0.002459071636555657,"Female"
29,"Federal-gov",41013,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,55,"United-States","<=50K","34 or less",0.4,0.6,"Male",0.3106028055948315,0.6893971944051686,"Male"
29,"Self-emp-inc",266070,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,80,"United-States","<=50K","34 or less",0.3333333333333333,0.6666666666666666,"Male",0.18037409713708907,0.8196259028629109,"Male"
29,"Private",40295,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.006315370309705472,0.9936846296902946,"Male"
29,"Private",116820,"HS-grad",9,"Never-married","Prof-specialty","Own-child","White","Male",0,0,50,"United-States","<=50K","34 or less",0.16666666666666666,0.8333333333333334,"Male",0.4412788236447605,0.5587211763552394,"Male"
29,"Private",184078,"HS-grad",9,"Never-married","Other-service","Other-relative","White","Female",0,0,40,"United-States","<=50K","34 or less",0.1111111111111111,0.8888888888888888,"Male",0.48915448178342724,0.5108455182165728,"Male"
29,"Private",114158,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less",0.0,1.0,"Male",0.5276440616468604,0.47235593835313966,"Female"
29,"Private",146949,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,43,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.006398344147426228,0.9936016558525737,"Male"
29,"Private",192924,"Assoc-voc",11,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.8168368189643489,0.18316318103565113,"Female"
29,"Private",181822,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less",0.6666666666666666,0.3333333333333333,"Female",0.47175808614065196,0.5282419138593479,"Male"
29,"Private",29361,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,38,"United-States","<=50K","34 or less",0.8333333333333334,0.16666666666666666,"Female",0.5585387266165062,0.4414612733834938,"Female"
29,"State-gov",243875,"Assoc-voc",11,"Divorced","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less",0.9772727272727273,0.022727272727272728,"Female",0.7691937113510319,0.23080628864896807,"Female"
29,"Private",337693,"5th-6th",3,"Never-married","Other-service","Own-child","White","Female",0,0,40,"El-Salvador","<=50K","34 or less",0.0,1.0,"Male",0.2917604226683937,0.7082395773316064,"Male"
29,"Self-emp-not-inc",96718,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,37,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",2.6316851529549875E-4,0.9997368314847045,"Male"
29,"Private",201155,"9th",5,"Never-married","Sales","Not-in-family","White","Female",0,0,48,"United-States","<=50K","34 or less",0.0,1.0,"Male",0.3406023249021192,0.6593976750978808,"Male"
29,"Private",224421,"Assoc-voc",11,"Married-AF-spouse","Farming-fishing","Husband","White","Male",0,0,44,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",3.137550671853069E-4,0.9996862449328147,"Male"
29,"Private",91547,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less",0.4,0.6,"Male",0.5178363573072635,0.4821636426927365,"Female"
29,"Private",210959,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.011497322813990423,0.9885026771860095,"Male"
29,"Private",119429,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","Black","Male",0,0,40,"United-States","<=50K","34 or less",0.03508771929824561,0.9649122807017544,"Male",0.12182376722143792,0.8781762327785622,"Male"
29,"Private",99369,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Other","Female",0,0,50,"United-States","<=50K","34 or less",0.09090909090909091,0.9090909090909091,"Male",0.5007405340353268,0.49925946596467324,"Female"
29,"Self-emp-not-inc",69132,"Prof-school",15,"Divorced","Prof-specialty","Not-in-family","White","Male",99999,0,60,"United-States",">50K","34 or less",0.0,1.0,"Male",0.20186729511168783,0.7981327048883121,"Male"
29,"State-gov",159782,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,45,"United-States",">50K","34 or less",0.9991554054054054,8.445945945945946E-4,"Female",0.9972682579576616,0.0027317420423383946,"Female"
29,"Private",197288,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",0,0,40,"United-States","<=50K","34 or less",0.9991554054054054,8.445945945945946E-4,"Female",0.9995553617794357,4.446382205641333E-4,"Female"
29,"Private",79481,"Some-college",10,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.5165551353049331,0.48344486469506687,"Female"
29,"Federal-gov",244473,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,40,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0013513465707137176,0.9986486534292863,"Male"
29,"Private",110226,"Masters",14,"Never-married","Sales","Not-in-family","White","Male",0,0,65,"United-States","<=50K","34 or less",0.4,0.6,"Male",0.42216504356745743,0.5778349564325426,"Male"
29,"Private",146343,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Female",0,0,25,"United-States","<=50K","34 or less",0.9747899159663865,0.025210084033613446,"Female",0.8770160646765987,0.12298393532340135,"Female"
29,"Without-pay",212588,"Some-college",10,"Married-civ-spouse","Farming-fishing","Own-child","White","Male",0,0,65,"United-States","<=50K","34 or less",0.007575757575757576,0.9924242424242424,"Male",0.04158219154556571,0.9584178084544343,"Male"
29,"Private",130438,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0025735253996913864,0.9974264746003085,"Male"
29,"State-gov",301582,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",8.170322897154547E-4,0.9991829677102845,"Male"
29,"Private",209472,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,38,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0024383650501337106,0.9975616349498663,"Male"
29,"Private",95108,"HS-grad",9,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less",0.0,1.0,"Male",0.5299698887758247,0.47003011122417526,"Female"
29,"Private",210869,"Some-college",10,"Never-married","Sales","Own-child","Black","Male",0,0,80,"United-States","<=50K","34 or less",0.2222222222222222,0.7777777777777778,"Male",0.32382748976800807,0.676172510231992,"Male"
29,"Private",202878,"7th-8th",4,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,2042,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",3.790543206789748E-4,0.9996209456793209,"Male"
29,"Local-gov",214385,"11th",7,"Divorced","Other-service","Unmarried","Black","Female",0,0,20,"United-States","<=50K","34 or less",0.9180327868852459,0.08196721311475409,"Female",0.9436087745556984,0.056391225444301654,"Female"
29,"Federal-gov",360527,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0015883863490838404,0.9984116136509161,"Male"
29,"Private",190777,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0033173931073858945,0.9966826068926141,"Male"
29,"Private",499197,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.003623431784334546,0.9963765682156654,"Male"
