"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","income","age-bin","Prediction (income)"
24,"Private",317175,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",">50K","34 or less","<=50K"
24,"Private",248533,"Some-college",10,"Never-married","Sales","Other-relative","Black","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",301199,"Some-college",10,"Never-married","Tech-support","Own-child","White","Female",0,0,20,"United-States","<=50K","34 or less","<=50K"
24,"Private",200967,"HS-grad",9,"Married-civ-spouse","Craft-repair","Wife","White","Female",0,0,36,"United-States","<=50K","34 or less","<=50K"
24,"Private",336088,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","Amer-Indian-Eskimo","Female",0,0,50,"United-States","<=50K","34 or less","<=50K"
24,"Private",86745,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Other-relative","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K","34 or less","<=50K"
24,"Private",284317,"Bachelors",13,"Never-married","Other-service","Own-child","White","Female",0,0,30,"United-States","<=50K","34 or less","<=50K"
24,"Self-emp-not-inc",191954,"7th-8th",4,"Never-married","Farming-fishing","Own-child","White","Male",0,0,50,"United-States","<=50K","34 or less","<=50K"
24,"Private",161092,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",100321,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K","34 or less",">50K"
24,"Private",191948,"HS-grad",9,"Divorced","Sales","Unmarried","White","Female",0,0,30,"United-States","<=50K","34 or less","<=50K"
24,"Local-gov",184678,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",200819,"12th",8,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",174461,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,50,"United-States","<=50K","34 or less","<=50K"
24,,377725,"Bachelors",13,"Never-married",,"Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",300584,"HS-grad",9,"Never-married","Handlers-cleaners","Unmarried","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",153082,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,30,"United-States","<=50K","34 or less","<=50K"
24,"Private",178255,"Some-college",10,"Married-civ-spouse","Priv-house-serv","Wife","White","Female",0,0,40,,"<=50K","34 or less","<=50K"
24,"Private",508548,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States","<=50K","34 or less","<=50K"
24,"Self-emp-not-inc",322931,"7th-8th",4,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1902,40,"United-States",">50K","34 or less","<=50K"
24,"Private",184756,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",100669,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","Asian-Pac-Islander","Male",0,0,30,"United-States","<=50K","34 or less","<=50K"
24,"Private",154571,"Some-college",10,"Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Male",0,0,20,"United-States","<=50K","34 or less","<=50K"
24,"Private",509629,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,25,"United-States","<=50K","34 or less","<=50K"
24,"Private",32311,"Some-college",10,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",329408,"11th",7,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",196816,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",3908,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",197666,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,,203076,"HS-grad",9,"Married-civ-spouse",,"Husband","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",341368,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",182276,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,25,"United-States","<=50K","34 or less","<=50K"
24,"Local-gov",197552,"HS-grad",9,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",116800,"Assoc-voc",11,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,35,"United-States","<=50K","34 or less","<=50K"
24,"Private",37072,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",173679,"Assoc-voc",11,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,20,"United-States","<=50K","34 or less","<=50K"
24,"Private",100321,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,48,"United-States","<=50K","34 or less","<=50K"
24,"Private",55424,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,,151153,"Some-college",10,"Never-married",,"Not-in-family","Asian-Pac-Islander","Male",99999,0,50,"South",">50K","34 or less",">50K"
24,"State-gov",232918,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,20,"United-States","<=50K","34 or less","<=50K"
24,"Private",69640,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",102323,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",141003,"Some-college",10,"Never-married","Exec-managerial","Own-child","White","Male",0,0,25,"United-States","<=50K","34 or less","<=50K"
24,"Private",190290,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K","34 or less","<=50K"
24,"Private",200295,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",52242,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States",">50K","34 or less","<=50K"
24,"Private",283896,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",267843,"Bachelors",13,"Never-married","Prof-specialty","Own-child","Black","Female",0,0,35,"United-States","<=50K","34 or less","<=50K"
24,"Private",183594,"Assoc-voc",11,"Never-married","Craft-repair","Own-child","White","Male",0,0,20,"United-States","<=50K","34 or less","<=50K"
24,"Private",390348,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",201179,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",291578,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K","34 or less","<=50K"
24,"Private",43387,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"England",">50K","34 or less","<=50K"
24,"Private",187115,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,20,"United-States","<=50K","34 or less","<=50K"
24,"Private",195808,"Some-college",10,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"State-gov",133586,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",42401,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,47,"United-States","<=50K","34 or less","<=50K"
24,"Private",228772,"5th-6th",3,"Never-married","Machine-op-inspct","Other-relative","White","Female",0,0,40,"Mexico","<=50K","34 or less","<=50K"
24,"Private",194630,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,35,"United-States","<=50K","34 or less","<=50K"
24,"Private",304463,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,65,"United-States","<=50K","34 or less","<=50K"
24,"State-gov",289909,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"State-gov",390867,"Masters",14,"Never-married","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",170277,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,35,"United-States","<=50K","34 or less","<=50K"
24,"Private",235894,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",140001,"HS-grad",9,"Never-married","Sales","Own-child","White","Male",0,0,35,"El-Salvador","<=50K","34 or less","<=50K"
24,"Private",216129,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,1408,50,"United-States","<=50K","34 or less","<=50K"
24,"Private",152176,"Some-college",10,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,39,"United-States","<=50K","34 or less","<=50K"
24,"Private",161198,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,25,"United-States","<=50K","34 or less","<=50K"
24,"Private",258298,"Assoc-voc",11,"Never-married","Tech-support","Not-in-family","White","Male",0,0,45,"United-States","<=50K","34 or less","<=50K"
24,"Private",275691,"11th",7,"Never-married","Transport-moving","Own-child","White","Male",0,0,39,"United-States","<=50K","34 or less","<=50K"
24,"Private",321763,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,38,"United-States","<=50K","34 or less","<=50K"
24,"Local-gov",32950,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,35,"United-States","<=50K","34 or less","<=50K"
24,"State-gov",154432,"Bachelors",13,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,35,"United-States","<=50K","34 or less","<=50K"
24,"Private",157894,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,,154373,"HS-grad",9,"Married-civ-spouse",,"Wife","White","Female",0,0,25,"United-States","<=50K","34 or less","<=50K"
24,"Local-gov",187397,"Some-college",10,"Never-married","Protective-serv","Unmarried","Other","Male",1151,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",192201,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","Black","Female",0,0,20,"United-States","<=50K","34 or less","<=50K"
24,"Private",291407,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",163665,"Bachelors",13,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",186452,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K","34 or less","<=50K"
24,"Private",132320,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,45,"United-States","<=50K","34 or less","<=50K"
24,"Private",424494,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,30,"United-States","<=50K","34 or less","<=50K"
24,"Private",219510,"Bachelors",13,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Male",0,0,32,"United-States","<=50K","34 or less","<=50K"
24,"Private",116968,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","<=50K","34 or less","<=50K"
24,"Private",140001,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",149342,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",30656,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,20,"United-States","<=50K","34 or less","<=50K"
24,"Self-emp-not-inc",236769,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",172496,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,55,"United-States","<=50K","34 or less","<=50K"
24,"Local-gov",387108,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",176321,"Some-college",10,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",153542,"Some-college",10,"Never-married","Sales","Other-relative","White","Male",0,0,35,"United-States","<=50K","34 or less","<=50K"
24,"Private",235071,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",">50K","34 or less","<=50K"
24,,390608,"HS-grad",9,"Never-married",,"Not-in-family","White","Female",0,0,36,"United-States","<=50K","34 or less","<=50K"
24,"Private",653574,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"El-Salvador","<=50K","34 or less","<=50K"
24,"Local-gov",452640,"Some-college",10,"Never-married","Tech-support","Not-in-family","White","Male",14344,0,50,"United-States",">50K","34 or less",">50K"
24,"Private",221955,"Bachelors",13,"Married-civ-spouse","Sales","Other-relative","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",442274,"HS-grad",9,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",186314,"Some-college",10,"Separated","Prof-specialty","Own-child","White","Male",0,0,54,"United-States","<=50K","34 or less","<=50K"
24,"Private",1085515,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,30,"United-States","<=50K","34 or less","<=50K"
24,"Private",182504,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,25,"United-States","<=50K","34 or less","<=50K"
24,"Private",174461,"Assoc-acdm",12,"Divorced","Other-service","Not-in-family","White","Female",0,0,22,"United-States","<=50K","34 or less","<=50K"
24,"Private",196269,"11th",7,"Married-civ-spouse","Handlers-cleaners","Husband","Other","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",86745,"Bachelors",13,"Never-married","Adm-clerical","Other-relative","Asian-Pac-Islander","Female",0,0,16,"United-States","<=50K","34 or less","<=50K"
24,"Private",113515,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",200593,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,50,"United-States","<=50K","34 or less","<=50K"
24,"Private",275884,"HS-grad",9,"Separated","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",330571,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",170070,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Female",0,0,25,"United-States","<=50K","34 or less","<=50K"
24,"Private",176389,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Federal-gov",210736,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,1974,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",234640,"Assoc-voc",11,"Never-married","Other-service","Own-child","White","Female",0,0,35,"United-States","<=50K","34 or less","<=50K"
24,"Private",143436,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,24,"United-States","<=50K","34 or less","<=50K"
24,"Private",136687,"HS-grad",9,"Separated","Machine-op-inspct","Unmarried","Other","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",222853,"Some-college",10,"Never-married","Craft-repair","Unmarried","White","Male",0,0,50,"United-States","<=50K","34 or less","<=50K"
24,"Private",278130,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",198914,"HS-grad",9,"Never-married","Sales","Unmarried","Black","Male",0,0,25,"United-States","<=50K","34 or less","<=50K"
24,"Private",329852,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",314182,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Female",0,0,50,"United-States","<=50K","34 or less","<=50K"
24,"Private",175586,"HS-grad",9,"Never-married","Machine-op-inspct","Unmarried","Black","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
24,"Private",427686,"1st-4th",2,"Married-civ-spouse","Handlers-cleaners","Other-relative","White","Male",0,0,40,"Mexico","<=50K","34 or less","<=50K"
24,"Private",176580,"5th-6th",3,"Married-spouse-absent","Farming-fishing","Not-in-family","White","Male",0,0,40,"Mexico","<=50K","34 or less","<=50K"
24,"Private",222005,"HS-grad",9,"Never-married","Other-service","Other-relative","White","Male",0,0,30,"United-States","<=50K","34 or less","<=50K"
25,"Private",159732,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,42,"United-States","<=50K","34 or less","<=50K"
25,"Private",193787,"Some-college",10,"Never-married","Tech-support","Own-child","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",200408,"Some-college",10,"Never-married","Tech-support","Not-in-family","White","Male",2174,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",208999,"Some-college",10,"Separated","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",212495,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Male",0,1340,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",28520,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",169990,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Federal-gov",144259,"HS-grad",9,"Never-married","Adm-clerical","Own-child","Black","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Self-emp-not-inc",305449,"Some-college",10,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",304032,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,36,"United-States","<=50K","34 or less","<=50K"
25,"Private",73289,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",122999,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",60726,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,30,"United-States","<=50K","34 or less","<=50K"
25,"Private",216010,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",503012,"5th-6th",3,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"Mexico","<=50K","34 or less","<=50K"
25,,237865,"Some-college",10,"Never-married",,"Own-child","Black","Male",0,0,40,,"<=50K","34 or less","<=50K"
25,"Local-gov",44216,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","Amer-Indian-Eskimo","Female",0,0,35,"United-States","<=50K","34 or less","<=50K"
25,"Private",333677,"9th",5,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States","<=50K","34 or less","<=50K"
25,"Private",209970,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",259688,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K","34 or less","<=50K"
25,"Private",358975,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,35,"United-States","<=50K","34 or less","<=50K"
25,"Private",204338,"HS-grad",9,"Never-married","Farming-fishing","Unmarried","White","Male",0,0,30,,"<=50K","34 or less","<=50K"
25,"Private",125159,"Assoc-acdm",12,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"Jamaica","<=50K","34 or less","<=50K"
25,"Self-emp-inc",86745,"Bachelors",13,"Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",106889,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,30,"United-States","<=50K","34 or less","<=50K"
25,"Private",267012,"Assoc-voc",11,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"United-States","<=50K","34 or less","<=50K"
25,"Private",179462,"7th-8th",4,"Never-married","Handlers-cleaners","Unmarried","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",74883,"Bachelors",13,"Never-married","Tech-support","Not-in-family","Asian-Pac-Islander","Female",0,1092,40,"Philippines","<=50K","34 or less","<=50K"
25,"Private",297154,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",2407,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",200408,"Assoc-acdm",12,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",91334,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,75,"United-States","<=50K","34 or less","<=50K"
25,"Private",168943,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,30,"United-States",">50K","34 or less",">50K"
25,"Private",191271,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",277444,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K","34 or less","<=50K"
25,"Local-gov",90730,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,40,"United-States",">50K","34 or less",">50K"
25,"Private",137951,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,30,"United-States","<=50K","34 or less","<=50K"
25,"Private",34402,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,1590,60,"United-States","<=50K","34 or less","<=50K"
25,"Self-emp-not-inc",108001,"9th",5,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,15,"United-States","<=50K","34 or less","<=50K"
25,"Private",104439,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,50,"United-States","<=50K","34 or less","<=50K"
25,"Private",151810,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","Black","Male",0,0,28,"United-States","<=50K","34 or less","<=50K"
25,,218948,"7th-8th",4,"Never-married",,"Not-in-family","White","Female",0,0,32,"Mexico","<=50K","34 or less","<=50K"
25,"Private",431307,"10th",6,"Married-civ-spouse","Protective-serv","Wife","Black","Female",0,0,50,"United-States","<=50K","34 or less","<=50K"
25,"Private",208591,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",131463,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Local-gov",58441,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",299765,"Some-college",10,"Separated","Adm-clerical","Other-relative","Black","Female",0,0,40,"Jamaica","<=50K","34 or less","<=50K"
25,"Private",309098,"Assoc-voc",11,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",120238,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"State-gov",117833,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,19,"United-States","<=50K","34 or less","<=50K"
25,"Private",150553,"9th",5,"Married-spouse-absent","Adm-clerical","Unmarried","Asian-Pac-Islander","Female",0,0,40,"Vietnam","<=50K","34 or less","<=50K"
25,"Local-gov",117833,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,35,"United-States","<=50K","34 or less","<=50K"
25,"State-gov",157617,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",19214,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",158662,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,50,"United-States",">50K","34 or less","<=50K"
25,"Private",483822,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"El-Salvador","<=50K","34 or less","<=50K"
25,"Private",339324,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",231016,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",4650,0,37,"United-States","<=50K","34 or less","<=50K"
25,"Private",35854,"Some-college",10,"Married-spouse-absent","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",167031,"10th",6,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"Columbia","<=50K","34 or less","<=50K"
25,"Private",197651,"Some-college",10,"Never-married","Tech-support","Own-child","White","Female",0,0,43,"United-States","<=50K","34 or less","<=50K"
25,"Private",156334,"10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",">50K"
25,"Private",632834,"HS-grad",9,"Never-married","Craft-repair","Own-child","Black","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Local-gov",335005,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,35,"Italy","<=50K","34 or less","<=50K"
25,"Private",324372,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,,32276,"Bachelors",13,"Married-civ-spouse",,"Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",">50K"
25,"Private",193820,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Female",0,0,35,"United-States","<=50K","34 or less","<=50K"
25,"Private",111675,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,43,"United-States","<=50K","34 or less",">50K"
25,"Private",195994,"1st-4th",2,"Never-married","Priv-house-serv","Not-in-family","White","Female",0,0,40,"Guatemala","<=50K","34 or less","<=50K"
25,"Private",101812,"Assoc-voc",11,"Married-civ-spouse","Sales","Husband","White","Male",0,0,41,"United-States","<=50K","34 or less","<=50K"
25,"Local-gov",167835,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,38,"United-States",">50K","34 or less","<=50K"
25,"State-gov",143062,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K","34 or less","<=50K"
25,"Private",104097,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",2829,0,60,"United-States","<=50K","34 or less",">50K"
25,"Private",273876,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,65,"United-States","<=50K","34 or less","<=50K"
25,,47011,"Bachelors",13,"Never-married",,"Own-child","White","Male",0,0,20,"United-States","<=50K","34 or less","<=50K"
